locus_tag,ftype,length_bp,gene,EC_number,COG,product
GMHGOCAD_03893,CDS,672,yccA,,COG0670,Modulator of FtsH protease YccA
GMHGOCAD_03895,CDS,348,arsR2,,COG0640,Arsenic resistance transcriptional regulator ArsR2
GMHGOCAD_03896,CDS,1284,arsB_2,,COG1055,Arsenical pump membrane protein
GMHGOCAD_03898,CDS,702,arsH,1.-.-.-,COG0431,NADPH-dependent FMN reductase ArsH
GMHGOCAD_03913,CDS,708,hdl IVa_1,3.8.1.2,,(S)-2-haloacid dehalogenase 4A
GMHGOCAD_03916,CDS,837,allE,3.5.3.26,COG3257,(S)-ureidoglycine aminohydrolase
GMHGOCAD_03917,CDS,885,argP_2,,,HTH-type transcriptional regulator ArgP
GMHGOCAD_03925,CDS,774,cph2,,,Phytochrome-like protein cph2
GMHGOCAD_03929,CDS,666,liaR,,COG2197,Transcriptional regulatory protein LiaR
GMHGOCAD_03930,CDS,2325,rcsC_15,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_03931,CDS,453,cheB_5,3.5.1.44,,Protein-glutamate methylesterase/protein-glutamine glutaminase
GMHGOCAD_03932,CDS,705,yfcG_4,1.8.4.-,COG0625,Disulfide-bond oxidoreductase YfcG
GMHGOCAD_03933,CDS,1290,puuB_8,1.4.3.-,,Gamma-glutamylputrescine oxidoreductase
GMHGOCAD_03934,CDS,747,glnQ_7,,,Glutamine transport ATP-binding protein GlnQ
GMHGOCAD_03935,CDS,657,yecS_4,,COG0765,L-cystine transport system permease protein YecS
GMHGOCAD_03936,CDS,771,artJ_2,,COG0834,ABC transporter arginine-binding protein 1
GMHGOCAD_03937,CDS,777,pcaR_2,,COG1414,Pca regulon regulatory protein
GMHGOCAD_03939,CDS,1101,selU,2.5.1.-,COG2603,tRNA 2-selenouridine synthase
GMHGOCAD_03940,CDS,1035,selD,2.7.9.3,COG0709,"Selenide, water dikinase"
GMHGOCAD_03942,CDS,960,gbpR,,,HTH-type transcriptional regulator GbpR
GMHGOCAD_03943,CDS,1461,amnC,1.2.1.32,,2-aminomuconic 6-semialdehyde dehydrogenase
GMHGOCAD_03944,CDS,813,amnF_2,4.2.1.80,,2-oxopent-4-enoate hydratase
GMHGOCAD_03945,CDS,939,dmpF_2,1.2.1.10,,Acetaldehyde dehydrogenase
GMHGOCAD_03946,CDS,1035,mhpE,4.1.3.39,COG0119,4-hydroxy-2-oxovalerate aldolase
GMHGOCAD_03947,CDS,792,amnE,4.1.1.77,,4-oxalocrotonate decarboxylase
GMHGOCAD_03948,CDS,435,amnD,3.5.99.5,,2-aminomuconate deaminase
GMHGOCAD_03949,CDS,573,nbaC,1.13.11.6,,"3-hydroxyanthranilate 3,4-dioxygenase"
GMHGOCAD_03951,CDS,1344,mhbT,,,3-hydroxybenzoate transporter MhbT
GMHGOCAD_03953,CDS,1323,oprD_4,3.4.21.-,,Porin D
GMHGOCAD_03954,CDS,1419,gabP_2,,COG1113,GABA permease
GMHGOCAD_03955,CDS,1245,kynU_2,3.7.1.3,,Kynureninase
GMHGOCAD_03956,CDS,834,phaZ,3.1.1.76,,Poly(3-hydroxyoctanoate) depolymerase
GMHGOCAD_03961,CDS,957,tsx,,COG3248,Nucleoside-specific channel-forming protein Tsx
GMHGOCAD_03963,CDS,957,pks5,2.3.1.-,COG3321,Mycocerosic acid synthase-like polyketide synthase
GMHGOCAD_03965,CDS,894,rhaR_4,,,HTH-type transcriptional activator RhaR
GMHGOCAD_03967,CDS,768,glcC,,COG2186,Glc operon transcriptional activator
GMHGOCAD_03974,CDS,618,dmlR_18,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_03976,CDS,1314,mntH,,,Divalent metal cation transporter MntH
GMHGOCAD_03981,CDS,2292,dbpA_2,3.6.4.13,,ATP-dependent RNA helicase DbpA
GMHGOCAD_03984,CDS,1875,rcsC_16,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_03988,CDS,171,rubA_2,,COG1773,Rubredoxin
GMHGOCAD_03991,CDS,1263,ddaF_3,6.3.2.47,,Dapdiamide A synthase
GMHGOCAD_04002,CDS,519,mshD,2.3.1.189,,Mycothiol acetyltransferase
GMHGOCAD_04004,CDS,708,hdl IVa_2,3.8.1.2,,(S)-2-haloacid dehalogenase 4A
GMHGOCAD_04006,CDS,384,glmU_2,2.7.7.23,,Bifunctional protein GlmU
GMHGOCAD_04008,CDS,465,rutB_2,3.5.1.110,,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GMHGOCAD_04025,CDS,1410,tolC_5,,,Outer membrane protein TolC
GMHGOCAD_04026,CDS,2169,apxIB_3,,COG2274,Toxin RTX-I translocation ATP-binding protein
GMHGOCAD_04027,CDS,1191,cvaA_2,,COG0845,Colicin V secretion protein CvaA
GMHGOCAD_04043,CDS,717,estB_2,3.1.1.1,COG0400,Carboxylesterase 2
GMHGOCAD_04046,CDS,780,argT_4,,COG0834,Lysine/arginine/ornithine-binding periplasmic protein
GMHGOCAD_04049,CDS,792,nimR_5,,,HTH-type transcriptional regulator NimR
GMHGOCAD_04051,CDS,621,leuE_3,,COG1280,Leucine efflux protein
GMHGOCAD_04053,CDS,879,gltR_4,,COG0583,HTH-type transcriptional regulator GltR
GMHGOCAD_04054,CDS,1392,sad,1.2.1.16,COG1012,Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GMHGOCAD_04056,CDS,2184,fatA_3,,,Ferric-anguibactin receptor FatA
GMHGOCAD_04058,CDS,948,hdfR_9,,,HTH-type transcriptional regulator HdfR
GMHGOCAD_04059,CDS,1320,nicT_3,,,Putative metabolite transport protein NicT
GMHGOCAD_04071,CDS,663,qseB_2,,,Transcriptional regulatory protein QseB
GMHGOCAD_04072,CDS,1383,rssA,2.7.13.3,,Swarming motility regulation sensor protein RssA
GMHGOCAD_04077,CDS,774,lvr,1.1.1.-,,Levodione reductase
GMHGOCAD_04078,CDS,1014,benC,,COG0543,"Benzoate 1,2-dioxygenase electron transfer component"
GMHGOCAD_04079,CDS,489,cbdB,1.14.12.13,,"2-halobenzoate 1,2-dioxygenase small subunit"
GMHGOCAD_04080,CDS,1365,cbdA,1.14.12.13,,"2-halobenzoate 1,2-dioxygenase large subunit"
GMHGOCAD_04083,CDS,957,rhaS_9,,,HTH-type transcriptional activator RhaS
GMHGOCAD_04084,CDS,930,catA,1.13.11.1,COG3485,"Catechol 1,2-dioxygenase"
GMHGOCAD_04085,CDS,291,catC,5.3.3.4,COG4829,Muconolactone Delta-isomerase
GMHGOCAD_04086,CDS,1215,catB,5.5.1.1,COG4948,Muconate cycloisomerase 1
GMHGOCAD_04087,CDS,906,benM_2,,,HTH-type transcriptional regulator BenM
GMHGOCAD_04093,CDS,423,dsrE,2.8.1.-,COG1553,Putative sulfurtransferase DsrE
GMHGOCAD_04094,CDS,363,tusC,,,Protein TusC
GMHGOCAD_04095,CDS,297,tusB,,,Protein TusB
GMHGOCAD_04096,CDS,336,tusE,2.8.1.-,COG2920,Sulfurtransferase TusE
GMHGOCAD_04097,CDS,1002,trpD_1,2.4.2.18,,Anthranilate phosphoribosyltransferase
GMHGOCAD_04099,CDS,1395,cysG_3,,COG0007,Siroheme synthase
GMHGOCAD_04101,CDS,375,crcB_2,,COG0239,Putative fluoride ion transporter CrcB
GMHGOCAD_04102,CDS,1326,rarA,,COG2256,Replication-associated recombination protein A
GMHGOCAD_04103,CDS,624,lolA,,COG2834,Outer-membrane lipoprotein carrier protein
GMHGOCAD_04104,CDS,2328,ftsK,,COG1674,DNA translocase FtsK
GMHGOCAD_04107,CDS,708,bpt,2.3.2.29,COG2935,Aspartate/glutamate leucyltransferase
GMHGOCAD_04109,CDS,2271,clpA,,COG0542,ATP-dependent Clp protease ATP-binding subunit ClpA
GMHGOCAD_04112,CDS,1257,icd_1,1.1.1.42,,Isocitrate dehydrogenase [NADP]
GMHGOCAD_04113,CDS,2226,icd_2,1.1.1.42,COG2838,Isocitrate dehydrogenase [NADP]
GMHGOCAD_04114,CDS,447,nudJ,3.6.1.-,COG0494,Phosphatase NudJ
GMHGOCAD_04116,CDS,624,hflD,,COG2915,High frequency lysogenization protein HflD
GMHGOCAD_04117,CDS,1371,purB,4.3.2.2,COG0015,Adenylosuccinate lyase
GMHGOCAD_04118,CDS,1170,roxA,1.14.11.47,COG2850,50S ribosomal protein L16 3-hydroxylase
GMHGOCAD_04121,CDS,1326,aceA,4.1.3.1,COG2224,Isocitrate lyase
GMHGOCAD_04122,CDS,414,ndhC,7.1.1.-,,"NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic"
GMHGOCAD_04123,CDS,675,nuoB,7.1.1.-,COG0377,NADH-quinone oxidoreductase subunit B
GMHGOCAD_04124,CDS,1782,nuoC,7.1.1.-,COG0649,NADH-quinone oxidoreductase subunit C/D
GMHGOCAD_04125,CDS,498,nuoE_2,7.1.1.-,COG1905,NADH-quinone oxidoreductase subunit E
GMHGOCAD_04126,CDS,1380,nuoF,7.1.1.-,COG1894,NADH-quinone oxidoreductase subunit F
GMHGOCAD_04127,CDS,2715,nuoG,7.1.1.-,COG1034,NADH-quinone oxidoreductase subunit G
GMHGOCAD_04128,CDS,1008,nuoH,7.1.1.-,COG1005,NADH-quinone oxidoreductase subunit H
GMHGOCAD_04129,CDS,549,nuoI,7.1.1.-,COG1143,NADH-quinone oxidoreductase subunit I
GMHGOCAD_04130,CDS,501,nuoJ,7.1.1.-,COG0839,NADH-quinone oxidoreductase subunit J
GMHGOCAD_04131,CDS,309,nuoK,7.1.1.-,COG0713,NADH-quinone oxidoreductase subunit K
GMHGOCAD_04132,CDS,1854,nuoL,7.1.1.-,COG1009,NADH-quinone oxidoreductase subunit L
GMHGOCAD_04133,CDS,1533,nuoM,7.1.1.-,COG1008,NADH-quinone oxidoreductase subunit M
GMHGOCAD_04134,CDS,1464,nuoN,7.1.1.-,COG1007,NADH-quinone oxidoreductase subunit N
GMHGOCAD_04135,CDS,183,higA-2,,COG2944,Antitoxin HigA-2
GMHGOCAD_04136,CDS,1383,cysS,6.1.1.16,COG0215,Cysteine--tRNA ligase
GMHGOCAD_04137,CDS,1698,glnS,6.1.1.18,COG0008,Glutamine--tRNA ligase
GMHGOCAD_04139,CDS,753,lpxH_2,3.6.1.54,COG2908,"UDP-2,3-diacylglucosamine hydrolase"
GMHGOCAD_04140,CDS,1530,emrB_3,,,Multidrug export protein EmrB
GMHGOCAD_04141,CDS,1200,emrA_5,,COG1566,Multidrug export protein EmrA
GMHGOCAD_04142,CDS,1470,ttgF_1,,,Toluene efflux pump outer membrane protein TtgF
GMHGOCAD_04143,CDS,474,slyA_3,,,Transcriptional regulator SlyA
GMHGOCAD_04144,CDS,3672,tamB,,COG2911,Translocation and assembly module subunit TamB
GMHGOCAD_04145,CDS,1728,tamA,,COG0729,Translocation and assembly module subunit TamA
GMHGOCAD_04150,CDS,1233,bbsG,1.3.8.3,,(R)-benzylsuccinyl-CoA dehydrogenase
GMHGOCAD_04151,CDS,936,pcpR_5,,,PCP degradation transcriptional activation protein
GMHGOCAD_04152,CDS,405,cueR,,COG0789,HTH-type transcriptional regulator CueR
GMHGOCAD_04153,CDS,900,liuE,4.1.3.26,COG0119,3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
GMHGOCAD_04154,CDS,1704,fadD3,6.2.1.41,COG0318,"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase"
GMHGOCAD_04155,CDS,1164,mmgC_5,1.3.99.-,COG1960,Acyl-CoA dehydrogenase
GMHGOCAD_04157,CDS,816,menB_2,4.1.3.36,,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
GMHGOCAD_04158,CDS,1956,accA1_1,,COG4770,Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GMHGOCAD_04159,CDS,888,pgrR_3,,,HTH-type transcriptional regulator PgrR
GMHGOCAD_04160,CDS,1194,nepI_1,,COG2814,Purine ribonucleoside efflux pump NepI
GMHGOCAD_04165,CDS,1248,sotB_3,,,sugar efflux transporter
GMHGOCAD_04174,CDS,1119,zapE_2,,COG1485,Cell division protein ZapE
GMHGOCAD_04177,CDS,1320,uhpC,,COG2271,Membrane sensor protein UhpC
GMHGOCAD_04178,CDS,882,cmpR_4,,,HTH-type transcriptional activator CmpR
GMHGOCAD_04179,CDS,867,cysL_2,,COG0583,HTH-type transcriptional regulator CysL
GMHGOCAD_04180,CDS,1110,phnW,2.6.1.37,COG0075,2-aminoethylphosphonate--pyruvate transaminase
GMHGOCAD_04181,CDS,828,phnX_2,3.11.1.1,COG0637,Phosphonoacetaldehyde hydrolase
GMHGOCAD_04182,CDS,573,yodB,,COG3038,Cytochrome b561 
GMHGOCAD_04183,CDS,930,dcyD_2,4.4.1.15,COG2515,D-cysteine desulfhydrase
GMHGOCAD_04188,CDS,900,pgrR_4,,,HTH-type transcriptional regulator PgrR
GMHGOCAD_04189,CDS,1293,nepI_2,,COG2814,Purine ribonucleoside efflux pump NepI
GMHGOCAD_04191,CDS,1872,ppiD,5.2.1.8,COG0760,Peptidyl-prolyl cis-trans isomerase D
GMHGOCAD_04192,CDS,2397,lon_1,3.4.21.53,COG0466,Lon protease
GMHGOCAD_04194,CDS,642,clpP_2,3.4.21.92,COG0740,ATP-dependent Clp protease proteolytic subunit
GMHGOCAD_04200,CDS,939,pbpG,3.4.21.-,COG1686,D-alanyl-D-alanine endopeptidase
GMHGOCAD_04205,CDS,906,nhaR,,COG0583,Transcriptional activator protein NhaR
GMHGOCAD_04206,CDS,1158,pbuE_2,,COG2814,Purine efflux pump PbuE
GMHGOCAD_04207,CDS,1233,sstT,,COG3633,Serine/threonine transporter SstT
GMHGOCAD_04209,CDS,327,rhaR_5,,,HTH-type transcriptional activator RhaR
GMHGOCAD_04211,CDS,2508,aes,3.1.1.-,,Acetyl esterase
GMHGOCAD_04213,CDS,819,sdhL,1.1.1.25,COG0169,Shikimate dehydrogenase-like protein
GMHGOCAD_04217,CDS,1326,rlhA_2,,COG0826,23S rRNA 5-hydroxycytidine synthase
GMHGOCAD_04218,CDS,966,benM_3,,,HTH-type transcriptional regulator BenM
GMHGOCAD_04221,CDS,2148,mcpU_1,,COG0840,Methyl-accepting chemotaxis protein McpU
GMHGOCAD_04222,CDS,1314,sasA_11,2.7.-.-,,Adaptive-response sensory-kinase SasA
GMHGOCAD_04223,CDS,669,qseB_3,,,Transcriptional regulatory protein QseB
GMHGOCAD_04227,CDS,357,queD,4.1.2.50,COG0720,"6-carboxy-5,6,7,8-tetrahydropterin synthase"
GMHGOCAD_04232,CDS,1269,codB,,COG1457,Cytosine permease
GMHGOCAD_04233,CDS,1263,codA,3.5.4.1,COG0402,Cytosine deaminase
GMHGOCAD_04234,CDS,996,dapF_2,5.1.1.7,,Diaminopimelate epimerase
GMHGOCAD_04236,CDS,891,dmlR_19,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_04237,CDS,471,lrp_3,,COG1522,Leucine-responsive regulatory protein
GMHGOCAD_04238,CDS,1152,ybjJ_2,,,Inner membrane protein YbjJ
GMHGOCAD_04239,CDS,2445,fecA,,COG4772,Fe(3+) dicitrate transport protein FecA
GMHGOCAD_04240,CDS,984,fecR_5,,COG3712,Protein FecR
GMHGOCAD_04241,CDS,501,fecI_9,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_04248,CDS,810,nimR_6,,,HTH-type transcriptional regulator NimR
GMHGOCAD_04251,CDS,876,ampR,,,HTH-type transcriptional activator AmpR
GMHGOCAD_04252,CDS,1143,ampC,3.5.2.6,,Beta-lactamase
GMHGOCAD_04253,CDS,717,pcs,2.7.8.24,COG1183,Phosphatidylcholine synthase
GMHGOCAD_04258,CDS,2169,cntO_6,,COG1629,Metal-pseudopaline receptor CntO
GMHGOCAD_04260,CDS,912,uspE_2,,COG0589,Universal stress protein E
GMHGOCAD_04261,CDS,1128,ydhC_1,,,Inner membrane transport protein YdhC
GMHGOCAD_04262,CDS,765,nimR_7,,,HTH-type transcriptional regulator NimR
GMHGOCAD_04265,CDS,627,ycaC_2,4.-.-.-,COG1335,putative hydrolase YcaC
GMHGOCAD_04267,CDS,909,dmlR_20,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_04270,CDS,717,mgtC,,COG1285,Protein MgtC
GMHGOCAD_04271,CDS,2766,mgtA_2,7.2.2.14,COG0474,"Magnesium-transporting ATPase, P-type 1"
GMHGOCAD_04272,CDS,1338,pvdA,1.14.13.195,COG3486,L-ornithine N(5)-monooxygenase
GMHGOCAD_04273,CDS,483,fecI_10,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_04274,CDS,1173,macA_2,,COG0845,Macrolide export protein MacA
GMHGOCAD_04275,CDS,1974,macB_4,3.6.3.-,COG0577,Macrolide export ATP-binding/permease protein MacB
GMHGOCAD_04276,CDS,1410,ttgF_2,,,Toluene efflux pump outer membrane protein TtgF
GMHGOCAD_04281,CDS,1314,cefD_1,5.1.1.17,COG0520,Isopenicillin N epimerase
GMHGOCAD_04283,CDS,858,purN_1,2.1.2.2,,Phosphoribosylglycinamide formyltransferase
GMHGOCAD_04284,CDS,1653,yojI_2,,COG4615,ABC transporter ATP-binding/permease protein YojI
GMHGOCAD_04285,CDS,2475,fpvA_4,,COG4773,Ferripyoverdine receptor
GMHGOCAD_04286,CDS,13239,dltA_2,6.2.1.54,,D-alanine--D-alanyl carrier protein ligase
GMHGOCAD_04287,CDS,6588,lgrD_2,,,Linear gramicidin synthase subunit D
GMHGOCAD_04288,CDS,11148,lgrD_3,,,Linear gramicidin synthase subunit D
GMHGOCAD_04289,CDS,969,viuB_1,,COG2375,Vibriobactin utilization protein ViuB
GMHGOCAD_04290,CDS,741,lgrE_2,1.1.-.-,,Linear gramicidin dehydrogenase LgrE
GMHGOCAD_04292,CDS,588,tetC,,,Transposon Tn10 TetC protein
GMHGOCAD_04297,CDS,906,dhmA,3.8.1.5,,Haloalkane dehalogenase
GMHGOCAD_04301,CDS,987,cdhR_4,,COG4977,HTH-type transcriptional regulator CdhR
GMHGOCAD_04304,CDS,633,leuE_4,,COG1280,Leucine efflux protein
GMHGOCAD_04305,CDS,1326,hisC_5,2.6.1.9,,Histidinol-phosphate aminotransferase
GMHGOCAD_04312,CDS,768,nimR_8,,,HTH-type transcriptional regulator NimR
GMHGOCAD_04313,CDS,1587,emrB_4,,,Colistin resistance protein EmrB
GMHGOCAD_04314,CDS,1113,emrA_6,,,Colistin resistance protein EmrA
GMHGOCAD_04315,CDS,1488,ttgF_3,,,Toluene efflux pump outer membrane protein TtgF
GMHGOCAD_04317,CDS,1938,hutI_2,3.5.2.7,,Imidazolonepropionase
GMHGOCAD_04318,CDS,1026,aphA_2,3.5.1.-,,Acetylpolyamine amidohydrolase
GMHGOCAD_04319,CDS,1230,hyuC_2,3.5.1.87,COG0624,N-carbamoyl-L-amino-acid hydrolase
GMHGOCAD_04320,CDS,1311,abaF_3,,,Fosfomycin resistance protein AbaF
GMHGOCAD_04321,CDS,936,argP_3,,,HTH-type transcriptional regulator ArgP
GMHGOCAD_04322,CDS,930,ghrA_3,1.1.1.79,COG0111,Glyoxylate/hydroxypyruvate reductase A
GMHGOCAD_04323,CDS,756,mtnB_2,4.2.1.109,,Methylthioribulose-1-phosphate dehydratase
GMHGOCAD_04324,CDS,1302,abaF_4,,,Fosfomycin resistance protein AbaF
GMHGOCAD_04325,CDS,987,argP_4,,,HTH-type transcriptional regulator ArgP
GMHGOCAD_04333,CDS,888,rhtA_2,,COG5006,Threonine/homoserine exporter RhtA
GMHGOCAD_04337,CDS,597,nsaD,5.99.1.4,,2-hydroxychromene-2-carboxylate isomerase
GMHGOCAD_04340,CDS,615,eamB_3,,COG1280,Cysteine/O-acetylserine efflux protein
GMHGOCAD_04342,CDS,564,sfnF,1.5.1.42,COG0431,NADH-dependent FMN reductase SfnF
GMHGOCAD_04343,CDS,1140,msuD,1.14.14.5,COG2141,Methanesulfonate monooxygenase
GMHGOCAD_04344,CDS,1188,sfnC_3,1.14.14.-,,putative FMNH2-dependent monooxygenase SfnC
GMHGOCAD_04345,CDS,1101,sfnR_2,,COG1221,Sigma54-dependent transcriptional activator SfnR
GMHGOCAD_04347,CDS,480,soxR_2,,COG0789,Redox-sensitive transcriptional activator SoxR
GMHGOCAD_04353,CDS,930,psaA,,COG0803,Manganese ABC transporter substrate-binding lipoprotein
GMHGOCAD_04354,CDS,744,scaC_1,7.2.2.5,COG1121,Manganese import ATP-binding protein ScaC
GMHGOCAD_04355,CDS,900,znuB_2,,COG1108,High-affinity zinc uptake system membrane protein ZnuB
GMHGOCAD_04358,CDS,225,mbtH,,COG3251,Protein MbtH
GMHGOCAD_04359,CDS,1413,dat_2,2.6.1.76,COG0160,Diaminobutyrate--2-oxoglutarate aminotransferase
GMHGOCAD_04360,CDS,1326,qseC_3,2.7.13.3,,Sensor protein QseC
GMHGOCAD_04361,CDS,678,qseB_4,,,Transcriptional regulatory protein QseB
GMHGOCAD_04362,CDS,1755,dsbD,1.8.1.8,COG4232,Thiol:disulfide interchange protein DsbD
GMHGOCAD_04363,CDS,864,resA_1,,,Thiol-disulfide oxidoreductase ResA
GMHGOCAD_04364,CDS,768,dsbG,,COG1651,Thiol:disulfide interchange protein DsbG
GMHGOCAD_04367,CDS,13020,lgrD_4,,,Linear gramicidin synthase subunit D
GMHGOCAD_04371,CDS,624,kstR2,,,HTH-type transcriptional repressor KstR2
GMHGOCAD_04373,CDS,870,fadH_2,1.3.1.34,COG1028,"putative 2,4-dienoyl-CoA reductase"
GMHGOCAD_04374,CDS,1617,accA_2,2.1.3.15,,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
GMHGOCAD_04375,CDS,1158,acdA_2,1.3.99.-,COG1960,Acyl-CoA dehydrogenase
GMHGOCAD_04376,CDS,798,caiD_1,4.2.1.149,,Carnitinyl-CoA dehydratase
GMHGOCAD_04377,CDS,1956,accA1_2,,COG4770,Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GMHGOCAD_04378,CDS,540,dinG_3,3.1.-.-,,3'-5' exonuclease DinG
GMHGOCAD_04379,CDS,285,ppnP,2.4.2.1,COG3123,Pyrimidine/purine nucleoside phosphorylase
GMHGOCAD_04381,CDS,936,cheV_1,,COG0784,Chemotaxis protein CheV
GMHGOCAD_04385,CDS,900,yegS,2.7.1.-,COG1597,Lipid kinase YegS
GMHGOCAD_04386,CDS,1434,wcaJ,2.7.8.31,COG2148,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
GMHGOCAD_04387,CDS,1458,rfbM,2.7.7.13,COG0662,Mannose-1-phosphate guanylyltransferase RfbM
GMHGOCAD_04396,CDS,1416,murJ_1,,COG0728,Lipid II flippase MurJ
GMHGOCAD_04399,CDS,1227,moeA_3,2.10.1.1,COG0303,Molybdopterin molybdenumtransferase
GMHGOCAD_04400,CDS,540,moaB_3,,COG0521,Molybdenum cofactor biosynthesis protein B
GMHGOCAD_04408,CDS,1956,kefC_2,,COG0475,Glutathione-regulated potassium-efflux system protein KefC
GMHGOCAD_04409,CDS,1353,amtB_1,,,Ammonia channel
GMHGOCAD_04410,CDS,315,yqjD_2,,COG4575,putative protein YqjD
GMHGOCAD_04413,CDS,1164,ykuI,,COG2200,putative EAL-domain containing protein YkuI
GMHGOCAD_04415,CDS,1725,shlB_2,,,Hemolysin transporter protein ShlB
GMHGOCAD_04416,CDS,4962,shlA,,,Hemolysin
GMHGOCAD_04417,CDS,627,bvgA_1,,,Virulence factors putative positive transcription regulator BvgA
GMHGOCAD_04418,CDS,1680,bvgS_2,2.7.13.3,,Virulence sensor protein BvgS
GMHGOCAD_04420,CDS,483,msrC,1.8.4.14,COG1956,Free methionine-R-sulfoxide reductase
GMHGOCAD_04422,CDS,2322,rcsC_17,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_04423,CDS,462,ohrR_1,,,Organic hydroperoxide resistance transcriptional regulator
GMHGOCAD_04424,CDS,486,gpx1,1.11.1.22,,Hydroperoxy fatty acid reductase gpx1
GMHGOCAD_04425,CDS,393,msrB_1,1.8.4.12,COG0229,Peptide methionine sulfoxide reductase MsrB
GMHGOCAD_04426,CDS,1212,alaA,2.6.1.2,COG0436,Glutamate-pyruvate aminotransferase AlaA
GMHGOCAD_04427,CDS,888,htpX_2,3.4.24.-,COG0501,Protease HtpX
GMHGOCAD_04428,CDS,666,tpm,2.1.1.67,,Thiopurine S-methyltransferase
GMHGOCAD_04429,CDS,768,ygiD,1.13.11.29,COG3384,"4,5-DOPA dioxygenase extradiol"
GMHGOCAD_04430,CDS,1674,deaD,3.6.4.13,COG0513,ATP-dependent RNA helicase DeaD
GMHGOCAD_04431,CDS,792,caiD_2,4.2.1.149,,Carnitinyl-CoA dehydratase
GMHGOCAD_04432,CDS,756,speE_1,2.5.1.16,,Polyamine aminopropyltransferase
GMHGOCAD_04433,CDS,1347,aroH_2,2.5.1.54,COG3200,Phospho-2-dehydro-3-deoxyheptonate aldolase
GMHGOCAD_04436,CDS,855,hdfR_10,,,HTH-type transcriptional regulator HdfR
GMHGOCAD_04438,CDS,951,dmlR_21,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_04439,CDS,462,ohrR_2,,,Organic hydroperoxide resistance transcriptional regulator
GMHGOCAD_04445,CDS,975,cysB,,,HTH-type transcriptional regulator CysB
GMHGOCAD_04451,CDS,1077,aroF_2,2.5.1.54,COG0722,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive"
GMHGOCAD_04455,CDS,606,tesA,3.1.1.1,COG2755,Esterase TesA
GMHGOCAD_04456,CDS,684,lolD_2,3.6.3.-,COG1136,Lipoprotein-releasing system ATP-binding protein LolD
GMHGOCAD_04458,CDS,474,greB_1,,COG0782,Transcription elongation factor GreB
GMHGOCAD_04464,CDS,630,bvgA_2,,,Virulence factors putative positive transcription regulator BvgA
GMHGOCAD_04465,CDS,435,mhqP,1.-.-.-,COG2259,Putative oxidoreductase MhqP
GMHGOCAD_04466,CDS,1422,mltF_3,4.2.2.-,COG4623,Membrane-bound lytic murein transglycosylase F
GMHGOCAD_04467,CDS,807,tatD,3.1.11.-,COG0084,3'-5' ssDNA/RNA exonuclease TatD
GMHGOCAD_04474,CDS,696,kdpE_1,,COG0745,KDP operon transcriptional regulatory protein KdpE
GMHGOCAD_04475,CDS,2652,kdpD_1,2.7.13.3,COG2205,Sensor protein KdpD
GMHGOCAD_04476,CDS,546,kdpC_1,,COG2156,Potassium-transporting ATPase KdpC subunit
GMHGOCAD_04477,CDS,2088,kdpB_1,7.2.2.6,COG2216,Potassium-transporting ATPase ATP-binding subunit
GMHGOCAD_04478,CDS,1695,kdpA_1,,COG2060,Potassium-transporting ATPase potassium-binding subunit
GMHGOCAD_04485,CDS,2010,pglF,4.2.1.135,COG1086,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GMHGOCAD_04486,CDS,1125,vioA,2.6.1.33,,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"
GMHGOCAD_04490,CDS,915,arnC_4,2.4.2.53,,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GMHGOCAD_04492,CDS,798,wbbD,2.4.1.303,COG0463,"UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase"
GMHGOCAD_04493,CDS,966,gnu,5.1.3.26,COG0451,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase"
GMHGOCAD_04498,CDS,687,cmk,2.7.4.25,,Cytidylate kinase
GMHGOCAD_04500,CDS,1113,hisC_6,2.6.1.9,COG0079,Histidinol-phosphate aminotransferase
